"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Jun 14 15:47:43 GMT 2025","Sat Jun 14 15:47:43 GMT 2025","0","tests.unit.crud","test_task","TestTaskCascade","","","test_delete_at_app","
Taskを削除したときに子テーブルのDoneも削除すること。
"
"passed","Sat Jun 14 15:47:44 GMT 2025","Sat Jun 14 15:47:44 GMT 2025","0","tests.unit.helper","test_datetime_resolver","TestDateTimeResolver","","","test_is_invalid_case",""
"skipped","Sat Jun 14 15:47:45 GMT 2025","Sat Jun 14 15:47:45 GMT 2025","0","tests.unit.models","test_task","TestTask","","","test_delete_and_expunge",""
"passed","Sat Jun 14 15:47:45 GMT 2025","Sat Jun 14 15:47:45 GMT 2025","1","tests.unit.models","test_inherit_enum","Test","","","test_add",""
"skipped","Sat Jun 14 15:47:45 GMT 2025","Sat Jun 14 15:47:45 GMT 2025","0","tests.unit.models","test_no_inspection_available","TestNoInspectionAvailable","","","test_02",""
"skipped","Sat Jun 14 15:47:45 GMT 2025","Sat Jun 14 15:47:45 GMT 2025","0","tests.unit.models","test_task","TestTask","","","test_add_expunge",""
"skipped","Sat Jun 14 15:47:43 GMT 2025","Sat Jun 14 15:47:43 GMT 2025","0","tests.unit.api","test_pydantic","TestSpeedPydantic","","","test_pydantic_only_response",""
"passed","Sat Jun 14 15:47:44 GMT 2025","Sat Jun 14 15:47:44 GMT 2025","0","tests.unit.models","test_case","TestCase","","","test_point[100-0-X-axis]",""
"passed","Sat Jun 14 15:47:45 GMT 2025","Sat Jun 14 15:47:45 GMT 2025","8","tests.unit.models","test_task","TestTask","","","test_get_multiple",""
"skipped","Sat Jun 14 15:47:45 GMT 2025","Sat Jun 14 15:47:45 GMT 2025","0","tests.unit.schemas","test_json","TestJson","","","test_01[value2-True]",""
"skipped","Sat Jun 14 15:47:45 GMT 2025","Sat Jun 14 15:47:45 GMT 2025","0","tests.unit.schemas","test_datetime_serialize","TestTimezone","","","test_05","
pydanticの入力値も必要
"
"passed","Sat Jun 14 15:47:43 GMT 2025","Sat Jun 14 15:47:43 GMT 2025","31","tests.scenario","test_task","","","","test_done_flag",""
"passed","Sat Jun 14 15:47:45 GMT 2025","Sat Jun 14 15:47:45 GMT 2025","1","tests.unit.models","test_user","TestAge","","","test_one[\u524d\u65e5]",""
"passed","Sat Jun 14 15:47:43 GMT 2025","Sat Jun 14 15:47:43 GMT 2025","0","tests.helpers.tests","test_custom_assert","","","","test_01[object3]",""
"passed","Sat Jun 14 15:47:45 GMT 2025","Sat Jun 14 15:47:45 GMT 2025","0","tests.unit.models","test_inherit_enum","Test","","","test_normal",""
"skipped","Sat Jun 14 15:47:45 GMT 2025","Sat Jun 14 15:47:45 GMT 2025","0","tests.unit.models","test_object","TestHogeFuga","","","test_01",""
"skipped","Sat Jun 14 15:47:44 GMT 2025","Sat Jun 14 15:47:44 GMT 2025","0","tests.unit.crud","test_user","TestUserRelationShip","","","test_01",""
"passed","Sat Jun 14 15:47:43 GMT 2025","Sat Jun 14 15:47:43 GMT 2025","218","tests.scenario","test_healthcheck","","","","test_response_json",""
"passed","Sat Jun 14 15:47:45 GMT 2025","Sat Jun 14 15:47:45 GMT 2025","0","tests.unit.schemas","test_common","TestCustomEmailStr","","","test_is_lower[AIUEO@example.com]",""
"passed","Sat Jun 14 15:47:44 GMT 2025","Sat Jun 14 15:47:44 GMT 2025","0","tests.unit.models","test_defaultdict","TestDefaultDict","","","test_defaultdict_lambda",""
"skipped","Sat Jun 14 15:47:45 GMT 2025","Sat Jun 14 15:47:45 GMT 2025","0","tests.unit.models","test_json_assert","","","","test_02",""
"skipped","Sat Jun 14 15:47:45 GMT 2025","Sat Jun 14 15:47:45 GMT 2025","0","tests.unit.schemas","test_fcc","TestNonEmptyList","","","test_01",""
"passed","Sat Jun 14 15:47:45 GMT 2025","Sat Jun 14 15:47:45 GMT 2025","1","tests.unit.models","test_user","TestAge","","","test_one[1\u5e74\u524d\u5f53\u65e5]",""
"skipped","Sat Jun 14 15:47:45 GMT 2025","Sat Jun 14 15:47:45 GMT 2025","0","tests.unit","test_raise_error","TestRaiseError","","","test_01",""
"skipped","Sat Jun 14 15:47:45 GMT 2025","Sat Jun 14 15:47:45 GMT 2025","0","tests.unit.schemas","test_datetime_serialize","TestTimezone","","","test_08",""
"passed","Sat Jun 14 15:47:43 GMT 2025","Sat Jun 14 15:47:43 GMT 2025","0","tests.helpers.tests","test_custom_assert","","","","test_01[1_1]",""
"skipped","Sat Jun 14 15:47:45 GMT 2025","Sat Jun 14 15:47:45 GMT 2025","0","tests.unit.models","test_jwt","","","","test_expected_same_token",""
"passed","Sat Jun 14 15:47:45 GMT 2025","Sat Jun 14 15:47:45 GMT 2025","0","tests.unit.schemas","test_common","TestCustomEmailStr","","","test_is_lower[aiueo@example.com]",""
"passed","Sat Jun 14 15:47:45 GMT 2025","Sat Jun 14 15:47:45 GMT 2025","0","tests.unit.models","test_nested","TestNested","","","test_1",""
"passed","Sat Jun 14 15:47:44 GMT 2025","Sat Jun 14 15:47:44 GMT 2025","1","tests.unit.helper","test_helper","TestTimeitContextManager","","","test_timeit_with_custom_exception","カスタム例外での例外伝播テスト"
"skipped","Sat Jun 14 15:47:45 GMT 2025","Sat Jun 14 15:47:45 GMT 2025","0","tests.unit.schemas","test_datetime_serialize","TestTimezone","","","test_07","
pydanticの入力値も必要
"
"skipped","Sat Jun 14 15:47:45 GMT 2025","Sat Jun 14 15:47:45 GMT 2025","0","tests.unit.models","test_search","","","","test_03",""
"passed","Sat Jun 14 15:47:45 GMT 2025","Sat Jun 14 15:47:45 GMT 2025","1","tests.unit.models","test_user","TestAge","","","test_one[\u9069\u5f53\u306a\u5e74\u9f62]",""
"skipped","Sat Jun 14 15:47:43 GMT 2025","Sat Jun 14 15:47:43 GMT 2025","0","tests.unit.crud","test_user","TestUser","","","test_soft_destroyed_name",""
"skipped","Sat Jun 14 15:47:45 GMT 2025","Sat Jun 14 15:47:45 GMT 2025","0","tests.unit.models","test_search","","","","test_01",""
"passed","Sat Jun 14 15:47:44 GMT 2025","Sat Jun 14 15:47:44 GMT 2025","0","tests.unit.models","test_defaultdict","TestDefaultDict","","","test_defaultdict_basic",""
"passed","Sat Jun 14 15:47:45 GMT 2025","Sat Jun 14 15:47:45 GMT 2025","1","tests.unit.schemas","test_common","TestCustomEmailStr","","","test_is_valid[aiueo+\u3042\u3044\u3046\u3048\u304a@example.com-False]",""
"passed","Sat Jun 14 15:47:44 GMT 2025","Sat Jun 14 15:47:44 GMT 2025","1","tests.unit.models","test_case","TestCase","","","test_get_class[dev-Mailer]",""
"passed","Sat Jun 14 15:47:44 GMT 2025","Sat Jun 14 15:47:44 GMT 2025","0","tests.unit.helper","test_datetime_resolver","TestDateTimeResolver","","","test_is_chronological_with_tz",""
