"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Dec 30 14:50:51 GMT 2024","Mon Dec 30 14:50:51 GMT 2024","0","tests.unit.schemas","test_json","TestJson","","","test_03[value1]",""
"passed","Mon Dec 30 14:50:51 GMT 2024","Mon Dec 30 14:50:51 GMT 2024","5","tests.unit.models","test_task","TestTask","","","test_get_single",""
"passed","Mon Dec 30 14:50:51 GMT 2024","Mon Dec 30 14:50:51 GMT 2024","0","tests.unit.schemas","test_common","TestCustomEmailStr","","","test_is_valid[aiueo+\uff10@example.com-False]",""
"passed","Mon Dec 30 14:50:51 GMT 2024","Mon Dec 30 14:50:51 GMT 2024","0","tests.unit.models","test_defaultdict","TestDefaultDict","","","test_defaultdict_type_conversion",""
"skipped","Mon Dec 30 14:50:51 GMT 2024","Mon Dec 30 14:50:51 GMT 2024","0","tests.unit.models","test_jwt","","","","test_expected_same_token",""
"passed","Mon Dec 30 14:50:51 GMT 2024","Mon Dec 30 14:50:51 GMT 2024","1","tests.unit.models","test_for_pythonista","TestForPythonista","","","test_for",""
"passed","Mon Dec 30 14:50:51 GMT 2024","Mon Dec 30 14:50:51 GMT 2024","2","tests.unit.models","test_minors","TestIterator","","","test_one",""
"passed","Mon Dec 30 14:50:51 GMT 2024","Mon Dec 30 14:50:51 GMT 2024","0","tests.unit.models","test_default_parameter","TestDefaultParameter","","","test_01","
デフォルト引数をミュータブルにするとダメ.

https://docs.python.org/ja/3/reference/compound_stmts.html#grammar-token-python-grammar-parameter:~:text=%E3%83%86%E3%82%99%E3%83%95%E3%82%A9%E3%83%AB%E3%83%88%E5%BC%95%E6%95%B0%E3%81%AE%E5%BC%8F%E3%81%AF%E9%96%A2%E6%95%B0%E3%81%8B%E3%82%99%E5%AE%9A%E7%BE%A9%E3%81%95%E3%82%8C%E3%82%8B%E3%81%A8%E3%81%8D%E3%81%AB%E3%81%9F%E3%81%9F%E3%82%99%E4%B8%80%E5%BA%A6%E3%81%9F%E3%82%99%E3%81%91%E8%A9%95%E4%BE%A1%E3%81%95%E3%82%8C%E3%80%81%E5%90%8C%E3%81%97%E3%82%99%20%22%E8%A8%88%E7%AE%97%E6%B8%88%E3%81%BF%E3%81%AE%22%20%E5%80%A4%E3%81%8B%E3%82%99%E5%91%BC%E3%81%B2%E3%82%99%E5%87%BA%E3%81%97%E3%81%AE%E3%81%9F%E3%81%B2%E3%82%99%E3%81%AB%E4%BD%BF%E7%94%A8%E3%81%95%E3%82%8C%E3%82%8B%E3%81%93%E3%81%A8%E3%82%92%E6%84%8F%E5%91%B3%E3%81%97%E3%81%BE%E3%81%99%E3%80%82
"
"skipped","Mon Dec 30 14:50:51 GMT 2024","Mon Dec 30 14:50:51 GMT 2024","0","tests.helpers","test_aws","TestAws","","","test_01",""
"skipped","Mon Dec 30 14:50:51 GMT 2024","Mon Dec 30 14:50:51 GMT 2024","0","tests.unit.crud","test_user","TestUser","","","test_01",""
"skipped","Mon Dec 30 14:50:51 GMT 2024","Mon Dec 30 14:50:51 GMT 2024","0","tests.unit.crud","test_user","TestUserRelationShip","","","test_02",""
"skipped","Mon Dec 30 14:50:51 GMT 2024","Mon Dec 30 14:50:51 GMT 2024","0","tests.unit.schemas","test_datetime_serialize","TestCustomDatetime","","","test_deserialize",""
"passed","Mon Dec 30 14:50:51 GMT 2024","Mon Dec 30 14:50:51 GMT 2024","8","tests.unit.models","test_task","TestTask","","","test_get_single",""
"skipped","Mon Dec 30 14:50:51 GMT 2024","Mon Dec 30 14:50:51 GMT 2024","0","tests.unit.crud","test_task","TestTaskCascade","","","test_delete_by_delete_query","
直接Taskをdeleteクエリで削除しても、子のDoneは削除されないこと。
"
"passed","Mon Dec 30 14:50:51 GMT 2024","Mon Dec 30 14:50:51 GMT 2024","0","tests.unit.decolator","test_decolator","","","","test_01",""
"skipped","Mon Dec 30 14:50:51 GMT 2024","Mon Dec 30 14:50:51 GMT 2024","0","tests.unit.schemas","test_json","TestJson","","","test_03[value2]",""
"skipped","Mon Dec 30 14:50:51 GMT 2024","Mon Dec 30 14:50:51 GMT 2024","0","tests.helpers","test_mailer","TestMailer","","","test_01",""
"passed","Mon Dec 30 14:50:51 GMT 2024","Mon Dec 30 14:50:51 GMT 2024","0","tests.unit.schemas","test_common","TestCustomEmailStr","","","test_is_valid[AIUEO@example.com-True]",""
"passed","Mon Dec 30 14:50:51 GMT 2024","Mon Dec 30 14:50:51 GMT 2024","0","tests.helpers.tests","test_custom_assert","","","","test_01[True]",""
"passed","Mon Dec 30 14:50:51 GMT 2024","Mon Dec 30 14:50:51 GMT 2024","30","tests.scenario","test_task","","","","test_done_flag",""
"passed","Mon Dec 30 14:50:51 GMT 2024","Mon Dec 30 14:50:51 GMT 2024","1","tests.unit.models","test_user","TestAge","","","test_one[input_birth_day2-0]",""
"skipped","Mon Dec 30 14:50:51 GMT 2024","Mon Dec 30 14:50:51 GMT 2024","1","tests.unit.crud","test_user","TestUser","","","test_01",""
"passed","Mon Dec 30 14:50:51 GMT 2024","Mon Dec 30 14:50:51 GMT 2024","0","tests.unit.models","test_case","TestCase","","","test_point[100-0-X-axis]",""
"passed","Mon Dec 30 14:50:51 GMT 2024","Mon Dec 30 14:50:51 GMT 2024","1","tests.unit.models","test_user","TestAge","","","test_one[input_birth_day3-1]",""
"skipped","Mon Dec 30 14:50:51 GMT 2024","Mon Dec 30 14:50:51 GMT 2024","0","tests.unit.crud","test_user","TestUser","","","test_02",""
