"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 25 06:16:11 GMT 2024","Sat May 25 06:16:11 GMT 2024","0","tests.unit.models","test_case","TestCase","","","test_get_class[prod-Mailer]",""
"passed","Sat May 25 06:16:12 GMT 2024","Sat May 25 06:16:12 GMT 2024","0","tests.unit.models","test_inherit_enum","Test","","","test_add",""
"passed","Sat May 25 06:16:12 GMT 2024","Sat May 25 06:16:12 GMT 2024","0","tests.unit.models","test_user","TestAge","","","test_one[input_birth_day0-0]",""
"passed","Sat May 25 06:16:08 GMT 2024","Sat May 25 06:16:11 GMT 2024","2856","tests.helpers","test_aws","TestAws","","","test_01",""
"passed","Sat May 25 06:16:11 GMT 2024","Sat May 25 06:16:11 GMT 2024","0","tests.unit.models","test_case","TestCase","","","test_get_class[dev-Mailer]",""
"skipped","Sat May 25 06:16:12 GMT 2024","Sat May 25 06:16:12 GMT 2024","0","tests.unit.models","test_search","","","","test_02",""
"skipped","Sat May 25 06:16:11 GMT 2024","Sat May 25 06:16:11 GMT 2024","0","tests.scenario","test_exception","TestException","","","test_01",""
"skipped","Sat May 25 06:16:12 GMT 2024","Sat May 25 06:16:12 GMT 2024","0","tests.unit.models","test_search","","","","test_01",""
"passed","Sat May 25 06:16:12 GMT 2024","Sat May 25 06:16:12 GMT 2024","6","tests.unit.models","test_task","TestTask","","","test_get_multiple",""
"skipped","Sat May 25 06:16:12 GMT 2024","Sat May 25 06:16:12 GMT 2024","0","tests.unit.models","test_json_assert","","","","test_02",""
"passed","Sat May 25 06:16:11 GMT 2024","Sat May 25 06:16:11 GMT 2024","0","tests.helpers.tests","test_custom_assert","","","","test_02[object0]",""
"passed","Sat May 25 06:16:11 GMT 2024","Sat May 25 06:16:11 GMT 2024","0","tests.unit.models","test_case","TestCase","","","test_point[0-100-Y-axis]",""
"passed","Sat May 25 06:16:12 GMT 2024","Sat May 25 06:16:12 GMT 2024","0","tests.unit.models","test_object","TestHogeFuga","","","test_01",""
"passed","Sat May 25 06:16:12 GMT 2024","Sat May 25 06:16:12 GMT 2024","0","tests.unit.models","test_inherit_enum","Test","","","test_normal",""
"passed","Sat May 25 06:16:11 GMT 2024","Sat May 25 06:16:11 GMT 2024","0","tests.unit.models","test_case","TestCase","","","test_invalid_case",""
