"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 30 06:07:55 GMT 2025","Sun Mar 30 06:07:55 GMT 2025","0","tests.unit.models","test_inherit_enum","Test","","","test_normal",""
"skipped","Sun Mar 30 06:07:55 GMT 2025","Sun Mar 30 06:07:55 GMT 2025","0","tests.unit.crud","test_user","TestUser","","","test_soft_destroyed_name",""
"passed","Sun Mar 30 06:07:55 GMT 2025","Sun Mar 30 06:07:55 GMT 2025","8","tests.unit.models","test_task","TestTask","","","test_get_single",""
"skipped","Sun Mar 30 06:07:55 GMT 2025","Sun Mar 30 06:07:55 GMT 2025","0","tests.unit.models","test_jwt","","","","test_expected_same_token",""
"passed","Sun Mar 30 06:07:55 GMT 2025","Sun Mar 30 06:07:55 GMT 2025","0","tests.unit.models","test_default_parameter","TestDefaultParameter","","","test_02",""
"skipped","Sun Mar 30 06:07:55 GMT 2025","Sun Mar 30 06:07:55 GMT 2025","0","tests.unit.models","test_search","","","","test_01",""
"skipped","Sun Mar 30 06:07:56 GMT 2025","Sun Mar 30 06:07:56 GMT 2025","1","tests.unit.models","test_task","TestTask","","","test_add_and_expunge",""
"passed","Sun Mar 30 06:07:55 GMT 2025","Sun Mar 30 06:07:55 GMT 2025","0","tests.helpers.tests","test_custom_assert","","","","test_01[True]",""
"skipped","Sun Mar 30 06:07:55 GMT 2025","Sun Mar 30 06:07:55 GMT 2025","0","tests.unit.models","test_flatmap","TestFlatmap","","","test_03",""
"skipped","Sun Mar 30 06:07:55 GMT 2025","Sun Mar 30 06:07:55 GMT 2025","0","tests.unit.crud","test_user","TestUserRelationShip","","","test_02",""
"skipped","Sun Mar 30 06:07:56 GMT 2025","Sun Mar 30 06:07:56 GMT 2025","0","tests.unit.schemas","test_json","TestJson","","","test_02[{""value"": {""a"": ""b""}}]",""
"passed","Sun Mar 30 06:07:55 GMT 2025","Sun Mar 30 06:07:55 GMT 2025","0","tests.unit.models","test_nested","TestNested","","","test_2",""
"passed","Sun Mar 30 06:07:55 GMT 2025","Sun Mar 30 06:07:55 GMT 2025","0","tests.unit.decolator","test_decolator","","","","test_01",""
"skipped","Sun Mar 30 06:07:56 GMT 2025","Sun Mar 30 06:07:56 GMT 2025","0","tests.unit.schemas","test_datetime_serialize","TestTimezone","","","test_05","
pydanticの入力値も必要
"
"skipped","Sun Mar 30 06:07:56 GMT 2025","Sun Mar 30 06:07:56 GMT 2025","0","tests.unit.schemas","test_json","TestJson","","","test_02[value2]",""
"passed","Sun Mar 30 06:07:55 GMT 2025","Sun Mar 30 06:07:55 GMT 2025","0","tests.unit.models","test_defaultdict","TestDefaultDict","","","test_defaultdict_list",""
"skipped","Sun Mar 30 06:07:55 GMT 2025","Sun Mar 30 06:07:55 GMT 2025","0","tests.unit.models","test_search","","","","test_03",""
"passed","Sun Mar 30 06:07:55 GMT 2025","Sun Mar 30 06:07:55 GMT 2025","7","tests.unit.models","test_task","TestTask","","","test_get_multiple",""
"skipped","Sun Mar 30 06:07:55 GMT 2025","Sun Mar 30 06:07:55 GMT 2025","0","tests.unit.crud","test_user","TestUser","","","test_parameter_lower",""
"skipped","Sun Mar 30 06:07:55 GMT 2025","Sun Mar 30 06:07:55 GMT 2025","0","tests.unit.crud","test_user","TestUser","","","test_cant_find_app_name","
DBの kirimaru ではなく、Appで加工した「削除済ユーザ」で検索するので、Appを経由すると取得できない。
"
"skipped","Sun Mar 30 06:07:56 GMT 2025","Sun Mar 30 06:07:56 GMT 2025","0","tests.unit.schemas","test_json","TestJson","","","test_01[value2-True]",""
"skipped","Sun Mar 30 06:07:55 GMT 2025","Sun Mar 30 06:07:55 GMT 2025","0","tests.unit.models","test_search","","","","test_02",""
"passed","Sun Mar 30 06:07:55 GMT 2025","Sun Mar 30 06:07:55 GMT 2025","0","tests.unit.decolator","test_decolator","","","","test_02",""
"passed","Sun Mar 30 06:07:55 GMT 2025","Sun Mar 30 06:07:55 GMT 2025","0","tests.unit.models","test_defaultdict","TestDefaultDict","","","test_defaultdict_type_conversion",""
"passed","Sun Mar 30 06:07:56 GMT 2025","Sun Mar 30 06:07:56 GMT 2025","1","tests.unit.models","test_user","TestAge","","","test_one[\u5f53\u65e5]",""
"skipped","Sun Mar 30 06:07:56 GMT 2025","Sun Mar 30 06:07:56 GMT 2025","0","tests.unit.schemas","test_datetime_serialize","TestTimezone","","","test_08",""
