"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sun Aug 04 12:43:35 GMT 2024","Sun Aug 04 12:43:35 GMT 2024","0","tests.unit.models","test_search","","","","test_03",""
"passed","Sun Aug 04 12:43:35 GMT 2024","Sun Aug 04 12:43:35 GMT 2024","0","tests.unit.decolator","test_decolator","","","","test_01",""
"passed","Sun Aug 04 12:43:35 GMT 2024","Sun Aug 04 12:43:35 GMT 2024","1","tests.unit.models","test_inherit_enum","Test","","","test_normal",""
"passed","Sun Aug 04 12:43:34 GMT 2024","Sun Aug 04 12:43:34 GMT 2024","23","tests.scenario","test_task","","","","test_create_and_read",""
"skipped","Sun Aug 04 12:43:35 GMT 2024","Sun Aug 04 12:43:35 GMT 2024","0","tests.unit.models","test_search","","","","test_04",""
"passed","Sun Aug 04 12:43:34 GMT 2024","Sun Aug 04 12:43:34 GMT 2024","12","tests.unit.cruds","test_user","TestUserRelationShip","","","test_02",""
"passed","Sun Aug 04 12:43:34 GMT 2024","Sun Aug 04 12:43:34 GMT 2024","3","tests.scenario","test_healthcheck","","","","test_response_json",""
"skipped","Sun Aug 04 12:43:35 GMT 2024","Sun Aug 04 12:43:35 GMT 2024","0","tests.unit.models","test_no_inspection_available","TestNoInspectionAvailable","","","test_01",""
"passed","Sun Aug 04 12:43:35 GMT 2024","Sun Aug 04 12:43:35 GMT 2024","0","tests.unit.decolator","test_decolator","","","","test_02",""
"skipped","Sun Aug 04 12:43:35 GMT 2024","Sun Aug 04 12:43:35 GMT 2024","0","tests.unit.models","test_json_assert","","","","test_02",""
"passed","Sun Aug 04 12:43:35 GMT 2024","Sun Aug 04 12:43:35 GMT 2024","0","tests.unit.models","test_user","TestAge","","","test_one[input_birth_day4-1]",""
"passed","Sun Aug 04 12:43:34 GMT 2024","Sun Aug 04 12:43:34 GMT 2024","8","tests.unit.cruds","test_user","TestUserRelationShip","","","test_immediate","
        これを有効活用した方が早いのかも…。
        "
"passed","Sun Aug 04 12:43:34 GMT 2024","Sun Aug 04 12:43:34 GMT 2024","0","tests.helpers.tests","test_custom_assert","","","","test_01[object3]",""
"passed","Sun Aug 04 12:43:35 GMT 2024","Sun Aug 04 12:43:35 GMT 2024","5","tests.unit.models","test_task","TestTask","","","test_get_single",""
"passed","Sun Aug 04 12:43:35 GMT 2024","Sun Aug 04 12:43:35 GMT 2024","0","tests.unit.models","test_case","TestCase","","","test_invalid_case",""
"passed","Sun Aug 04 12:43:35 GMT 2024","Sun Aug 04 12:43:35 GMT 2024","1","tests.unit","test_raise_error","TestRaiseError","","","test_01",""
"passed","Sun Aug 04 12:43:35 GMT 2024","Sun Aug 04 12:43:35 GMT 2024","30","tests.unit.usecase","test_usecase_totp","TestTotp","","","test_salt",""
"passed","Sun Aug 04 12:43:35 GMT 2024","Sun Aug 04 12:43:35 GMT 2024","0","tests.unit.models","test_case","TestCase","","","test_get_class[dev-Mailer]",""
"passed","Sun Aug 04 12:43:34 GMT 2024","Sun Aug 04 12:43:34 GMT 2024","6","tests.unit.cruds","test_user","TestUser","","","test_lower_case","
                ilikeを使用しないパターン
                "
"passed","Sun Aug 04 12:43:34 GMT 2024","Sun Aug 04 12:43:34 GMT 2024","28","tests.scenario","test_task","","","","test_done_flag",""
"passed","Sun Aug 04 12:43:34 GMT 2024","Sun Aug 04 12:43:34 GMT 2024","4","tests.unit.cruds","test_user","TestUser","","","test_cant_find_app_name","
            DBの kirimaru ではなく、Appで加工した「削除済ユーザ」で検索するので、Appを経由すると取得できない。
            "
"passed","Sun Aug 04 12:43:34 GMT 2024","Sun Aug 04 12:43:34 GMT 2024","10","tests.unit.cruds","test_user","TestUser","","","test_setter",""
"passed","Sun Aug 04 12:43:34 GMT 2024","Sun Aug 04 12:43:34 GMT 2024","5","tests.unit.cruds","test_user","TestUser","","","test_01",""
"passed","Sun Aug 04 12:43:35 GMT 2024","Sun Aug 04 12:43:35 GMT 2024","11","tests.unit.models","test_task","TestTask","","","test_get_multiple",""
"passed","Sun Aug 04 12:43:34 GMT 2024","Sun Aug 04 12:43:34 GMT 2024","0","tests.helpers.tests","test_custom_assert","","","","test_02[object0]",""
"passed","Sun Aug 04 12:43:35 GMT 2024","Sun Aug 04 12:43:35 GMT 2024","0","tests.unit.models","test_case","TestCase","","","test_point[0-0-Origin]",""
"passed","Sun Aug 04 12:43:34 GMT 2024","Sun Aug 04 12:43:34 GMT 2024","92","tests.scenario","test_exception","TestException","","","test_02",""
"passed","Sun Aug 04 12:43:35 GMT 2024","Sun Aug 04 12:43:35 GMT 2024","8","tests.unit.models","test_task","TestTask","","","test_get_single",""
"passed","Sun Aug 04 12:43:34 GMT 2024","Sun Aug 04 12:43:34 GMT 2024","6","tests.unit.cruds","test_user","TestUser","","","test_parameter_lower",""
"passed","Sun Aug 04 12:43:35 GMT 2024","Sun Aug 04 12:43:35 GMT 2024","0","tests.unit.models","test_user","TestAge","","","test_one[input_birth_day0-0]",""
"passed","Sun Aug 04 12:43:34 GMT 2024","Sun Aug 04 12:43:34 GMT 2024","6","tests.unit.cruds","test_user","TestUser","","","test_criteria_is_db_value",""
"skipped","Sun Aug 04 12:43:35 GMT 2024","Sun Aug 04 12:43:35 GMT 2024","0","tests.unit.models","test_no_inspection_available","TestNoInspectionAvailable","","","test_02",""
"passed","Sun Aug 04 12:43:35 GMT 2024","Sun Aug 04 12:43:35 GMT 2024","0","tests.unit.models","test_nested","TestNested","","","test_1",""
"passed","Sun Aug 04 12:43:35 GMT 2024","Sun Aug 04 12:43:35 GMT 2024","0","tests.unit.models","test_user","TestAge","","","test_one[input_birth_day1-0]",""
"passed","Sun Aug 04 12:43:35 GMT 2024","Sun Aug 04 12:43:35 GMT 2024","0","tests.unit.models","test_object","TestHogeFuga","","","test_01",""
"passed","Sun Aug 04 12:43:35 GMT 2024","Sun Aug 04 12:43:35 GMT 2024","0","tests.unit.models","test_json_assert","","","","test_01",""
"passed","Sun Aug 04 12:43:34 GMT 2024","Sun Aug 04 12:43:34 GMT 2024","5","tests.helpers","test_mailer","TestMailer","","","test_01",""
"passed","Sun Aug 04 12:43:35 GMT 2024","Sun Aug 04 12:43:35 GMT 2024","0","tests.unit.models","test_case","TestCase","","","test_get_class[prod-Mailer]",""
"passed","Sun Aug 04 12:43:35 GMT 2024","Sun Aug 04 12:43:35 GMT 2024","0","tests.unit.models","test_nested","TestNested","","","test_2",""
"passed","Sun Aug 04 12:43:35 GMT 2024","Sun Aug 04 12:43:35 GMT 2024","0","tests.unit.schemas","test_datetime_serialize","TestFieldSerializer","","","test_01",""
"passed","Sun Aug 04 12:43:35 GMT 2024","Sun Aug 04 12:43:35 GMT 2024","1","tests.unit.models","test_user","TestAge","","","test_one[input_birth_day5-31]",""
