"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5","test_criteria_is_db_value","tests.unit.crud","2026-09-20","passed","2026-09-20","TestUser > TestName","test_user","",""
"","0","test_pydantic_only_response","tests.unit.api","2026-09-20","skipped","2026-09-20","TestSpeedPydantic","test_pydantic","",""
"","0","test_1","tests.unit.models","2026-09-20","passed","2026-09-20","TestNested > TestMethodB > TestConditionA","test_nested","",""
"","1","test_is_valid[aiueo+０@example.com-False]","tests.unit.schemas","2026-09-20","passed","2026-09-20","TestCustomEmailStr > TestIsValid","test_common","",""
"","1","test_one[適当な年齢]","tests.unit.models","2026-09-20","passed","2026-09-20","TestAge","test_user","",""
"","1","test_one[1年前-1日]","tests.unit.models","2026-09-20","passed","2026-09-20","TestAge","test_user","",""
"","0","test_pydantic_with_orjson_response","tests.unit.api","2026-09-20","skipped","2026-09-20","TestSpeedPydantic","test_pydantic","",""
"","0","test_ignore_none_is_true","tests.unit.helper","2026-09-20","passed","2026-09-20","TestDateTimeResolver > TestIsChronological","test_datetime_resolver","",""
"","0","test_is_lower[AIUEO@example.com]","tests.unit.schemas","2026-09-20","passed","2026-09-20","TestCustomEmailStr > TestIsValid","test_common","",""
"","0","test_get_single","tests.unit.models","2026-09-20","passed","2026-09-20","TestUser","test_user","",""
"","0","test_03","tests.unit.models","2026-09-20","skipped","2026-09-20","","test_json_assert","",""
"","21","test_create_and_read","tests.scenario","2026-09-20","passed","2026-09-20","","test_task","",""
"","0","test_01","tests.unit.decolator","2026-09-20","passed","2026-09-20","","test_decolator","",""
"","0","test_is_lower[aiueo@example.com]","tests.unit.schemas","2026-09-20","passed","2026-09-20","TestCustomEmailStr > TestIsValid","test_common","",""
"","0","test_nested_defaultdict","tests.unit.models","2026-09-20","passed","2026-09-20","TestDefaultDict","test_defaultdict","",""
"","5","test_get_single","tests.unit.models","2026-09-20","passed","2026-09-20","TestTask > TestGetTasksWithDone","test_task","",""
"","0","test_point[100-100-Somewhere else]","tests.unit.models","2026-09-20","passed","2026-09-20","TestCase","test_case","",""
"","0","test_defaultdict_custom_function","tests.unit.models","2026-09-20","passed","2026-09-20","TestDefaultDict","test_defaultdict","",""
"","201","test_decolator","tests.unit.helper","2026-09-20","passed","2026-09-20","TestTimeitContextManager","test_helper","",""
"
tzありとtzありは比較可能
","1","test_01","tests.unit.schemas","2026-09-20","passed","2026-09-20","TestTimezone","test_datetime_serialize","",""
"","0","test_defaultdict_list","tests.unit.models","2026-09-20","passed","2026-09-20","TestDefaultDict","test_defaultdict","",""
